original_row_id,merchant_id,merchant_name,mcc,merchant_category,business_type,city,state,onboarding_date,settlement_account,has_settlement_account,merchant_status,declared_avg_ticket_size,ticket_size_was_negative,is_suspended_or_blocked,missing_mcc_or_category,category_median_ticket_size,id_collision_flag,merchant_category_missing,mcc_missing,settlement_account_missing
149,MER10603,"Subramaniam, Rama and Contractor",4131.0,Transportation,Individual,Hyderabad,Telangana,2024-05-02 09:00:14,FXHY9362967598468,True,Active,480.0,False,False,False,1225.12,True,False,False,False
3413,MER1063,"Samra, Sur and Venkataraman",5999.0,Misc Retail,Private Limited,Chennai,Tamil Nadu,2023-06-13 00:00:00,2476053551,True,Active,1297.7,False,False,False,1276.92,False,False,False,False
5201,MER10641,Mishra-Badami,5942.0,Books & Stationery,Sole Proprietor,Lucknow,Uttar Pradesh,2025-03-12 00:00:00,,False,Active,2393.66,False,False,False,1167.225,True,False,False,True
2890,MER10642,Nanda Ltd,5812.0,Restaurant,Individual,Amritsar,Punjab,2025-09-09 22:49:04,,False,Active,1182.15,False,False,False,1327.31,True,False,False,True
2130,MER1068,Mall-Palan,,Misc Retail,Sole Proprietor,Jaipur,Rajasthan,2026-09-02 09:23:00,PKRN8629349498422,True,Active,663.04,False,False,True,1276.92,False,False,True,False
2302,MER1070,Pandya PLC,5999.0,Misc Retail,Private Limited,Chennai,Tamil Nadu,2024-09-03 00:00:00,,False,Active,1259.2,False,False,False,1276.92,False,False,False,True
4668,MER10711,"Keer, Roy and Narayanan",,Pharmacy,Sole Proprietor,Jaipur,Rajasthan,2025-04-17 00:00:00,4373595007,True,Active,619.21,False,False,True,1300.55,True,False,True,False
3639,MER10712,ShankarGroup,7011.0,Hotel,Individual,Mumbai,Maharashtra,2024-06-23 13:38:43,6765564160,True,Active,,True,False,False,1161.77,True,False,False,False
4719,MER10713,  Wali and Sons  ,4814.0,Mobile Recharge,Sole Proprietor,Bengaluru,Karnataka,2025-01-21 00:00:00,,False,Active,1437.33,False,False,False,1108.585,True,False,False,True
3286,MER1072,Kalla-Khalsa,5812.0,Restaurant,Private Limited,Mumbai,Maharashtra,2025-11-10 00:00:00,,False,Inactive,422.23,False,False,False,1327.31,False,False,False,True
947,MER1073,"Dasgupta,RayandDara",,Pharmacy,Partnership,Lucknow,Uttar Pradesh,2024-09-22 00:00:00,XXXX7293,True,Suspended,1002.63,False,True,True,1300.55,False,False,True,False
236,MER10751,Lala PLC,4814.0,Mobile Recharge,Individual,Pune,Maharashtra,2024-06-01 00:00:00,IPNE1576095102770,True,Suspended,1162.41,False,True,False,1108.585,True,False,False,False
3312,MER10752,Pingle-Mohan,5912.0,Pharmacy,Sole Proprietor,Ludhiana,Punjab,2025-02-24 00:00:00,XXXX2118,True,Active,1639.19,False,False,False,1300.55,True,False,False,False
1571,MER10771,Mitter and Sons,5812.0,Restaurant,Individual,Chennai,Tamil Nadu,2026-01-12 00:00:00,,False,Inactive,606.84,False,False,False,1327.31,True,False,False,True
3155,MER10772,"Peri, Pai and Dani",5311.0,Department Store,Individual,Pune,Maharashtra,2025-07-24 01:37:17,OBKX2096371467257,True,Active,1189.85,False,False,False,1356.755,True,False,False,False
2401,MER10773,Taneja-Nagar,5411.0,Grocery,Individual,Amritsar,Punjab,2026-02-27 00:00:00,QQWI6101172213624,True,Active,358.21,False,False,False,1233.545,True,False,False,False
2071,MER1079,Sharaf and Sons,,Mobile Recharge,Sole Proprietor,Pune,Maharashtra,2023-10-20 00:00:00,,False,Active,455.39,False,False,True,1108.585,False,False,True,True
953,MER1081,Mistry Group,5812.0,Restaurant,Private Limited,Mumbai,Maharashtra,2025-05-27 00:00:00,XXXX5682,True,Active,2299.04,False,False,False,1327.31,False,False,False,False
5014,MER1082,Oommen Inc,7011.0,Hotel,Partnership,Amritsar,Punjab,,6717543820,True,Active,833.19,False,False,False,1161.77,False,False,False,False
4172,MER1083,Chaudhry-Bhat,5812.0,Restaurant,Sole Proprietor,Jalandhar,Punjab,2025-04-30 00:00:00,DSMZ2555394666399,True,Inactive,730.39,False,False,False,1327.31,False,False,False,False
3846,MER1084,Krishnamurthy Inc,5999.0,Misc Retail,Private Limited,Jalandhar,Punjab,2025-04-21 00:00:00,7207827487,True,Active,4469.21,False,False,False,1276.92,False,False,False,False
4856,MER1086,Agrawal-Sule,,Apparel,Individual,Ludhiana,Punjab,2023-11-13 00:00:00,,False,Active,1355.59,False,False,True,1252.4299999999998,False,False,True,True
5327,MER1087,"Mitter, Sawhney and Luthra",7011.0,Hotel,Partnership,Chennai,Tamil Nadu,2025-04-19 00:00:00,,False,Suspended,2381.71,False,True,False,1161.77,False,False,False,True
2378,MER10891,"Mann, Edwin and Misra",5411.0,Grocery,Individual,Jaipur,Rajasthan,,7489263549,True,Active,678.0,False,False,False,1233.545,True,False,False,False
6161,MER10892,RANDHAWA-BARAD,5942.0,Books & Stationery,Individual,Jalandhar,Punjab,2025-06-12 00:00:00,,False,Active,8714.78,False,False,False,1167.225,True,False,False,True
3485,MER1093,"dubey, uppal and bhatt",5812.0,Restaurant,Private Limited,Pune,Maharashtra,2025-04-26 00:00:00,,False,Closed,4005.67,False,False,False,1327.31,False,False,False,True
3749,MER1095,Mander Group,4814.0,Mobile Recharge,Partnership,Kolkata,West Bengal,2023-01-30 03:08:00,XXXX5510,True,Active,1277.94,False,False,False,1108.585,False,False,False,False
3228,MER1096,Subramanian-Prasad,5699.0,Apparel,Individual,Hyderabad,Telangana,2025-03-07 02:41:50,,False,Active,8373.82,False,False,False,1252.4299999999998,False,False,False,True
4019,MER1097,"Narayan, Datta and Chowdhury",5999.0,Misc Retail,Individual,Lucknow,Uttar Pradesh,2025-05-09 00:00:00,,False,Active,343.8,False,False,False,1276.92,False,False,False,True
5251,MER1098,"raval, yadav and yogi",7011.0,Hotel,Private Limited,Jaipur,Rajasthan,2023-12-01 00:00:00,XXXX3614,True,Active,181.0,False,False,False,1161.77,False,False,False,False
3234,MER1100,swamy inc,5311.0,Retail,Partnership,Ludhiana,Punjab,2024-08-17 00:00:00,9084083237,True,Inactive,2008.22,False,False,False,1126.42,False,False,False,False
5149,MER11011,"Deo, Gill and Dhaliwal",5812.0,Restaurant,Private Limited,Delhi,Delhi,2023-05-26 09:37:00,,False,Active,1076.28,False,False,False,1327.31,True,False,False,True
1897,MER11012,Mangal Inc,5912.0,Pharmacy,Individual,Chennai,Tamil Nadu,2023-06-19 00:00:00,XXXX7862,True,Active,2025.16,False,False,False,1300.55,True,False,False,False
3707,MER11013,Ramaswamy-Prabhakar,5912.0,Pharmacy,Sole Proprietor,Chennai,Tamil Nadu,2025-06-02 00:00:00,,False,Active,8687.0,False,False,False,1300.55,True,False,False,True
3610,MER11014,Seshadri-Rajagopalan,4814.0,Mobile Recharge,Individual,Kolkata,West Bengal,2023-06-28 00:00:00,,False,Inactive,3516.26,False,False,False,1108.585,True,False,False,True
3874,MER11015,Sethi Ltd,5812.0,Restaurant,Partnership,Kolkata,West Bengal,2023-08-10 00:00:00,,False,Active,840.25,False,False,False,1327.31,True,False,False,True
4976,MER1104,Chander LLC,4814.0,Telecom,Private Limited,Delhi,Delhi,2024-09-05 00:00:00,,False,Active,778.62,False,False,False,1213.17,False,False,False,True
1381,MER11061,"Agrawal, Ganguly and Kalla",5411.0,Grocery,Private Limited,Delhi,Delhi,2024-08-25 00:00:00,ZKGK4764088745020,True,Active,1100.28,False,False,False,1233.545,True,False,False,False
482,MER11062,"narang, wali and aurora",5411.0,Grocery,Sole Proprietor,Jalandhar,Punjab,2023-10-04 00:00:00,XKBE4857491773438,True,Active,1853.84,False,False,False,1233.545,True,False,False,False
3367,MER1107,Sen-Das,,Mobile Recharge,Private Limited,Chennai,Tamil Nadu,2024-09-16 00:00:00,VDXT6754486241555,True,Active,,False,False,True,1108.585,False,False,True,False
439,MER11091,Sinha-Bumb,4131.0,Transportation,Private Limited,Amritsar,Punjab,2023-11-02 07:38:00,,False,Active,,True,False,False,1225.12,True,False,False,True
2200,MER11092,Solanki Ltd,5311.0,Department Store,Partnership,Mumbai,Maharashtra,2023-07-23 00:00:00,XXXX9384,True,Active,1262.18,False,False,False,1356.755,True,False,False,False
6082,MER1115,Nadkarni LLC,4131.0,Transportation,Partnership,Jalandhar,Punjab,,,False,Active,6943.0,False,False,False,1225.12,False,False,False,True
5252,MER11181,"BASAK, PILLAI AND ARORA",5999.0,Misc Retail,Private Limited,Chennai,Tamil Nadu,2026-01-06 00:00:00,,False,Active,3933.25,False,False,False,1276.92,True,False,False,True
4704,MER11182,ChokshiInc,4131.0,Transportation,Partnership,Jalandhar,Punjab,2025-07-26 00:00:00,XXXX1304,True,Active,590.75,False,False,False,1225.12,True,False,False,False
3518,MER11221,Bakshi and Sons,,Department Store,Private Limited,Chennai,Tamil Nadu,2023-03-09 00:00:00,,False,Active,638.59,False,False,True,1356.755,True,False,True,True
4130,MER11222,"Rana, Choudhury and Garde",5912.0,Pharmacy,Partnership,Ludhiana,Punjab,2024-11-30 00:00:00,XXXX6047,True,Active,4792.92,False,False,False,1300.55,True,False,False,False
999,MER11241,Andra Inc,7011.0,Hotel,Partnership,Lucknow,Uttar Pradesh,2023-08-07 00:00:00,,False,Active,5664.0,False,False,False,1161.77,True,False,False,True
3494,MER11242,"Hayre, Chana and Bhasin",5699.0,Apparel,Sole Proprietor,Jaipur,Rajasthan,2024-05-10 00:00:00,,False,Active,843.01,False,False,False,1252.4299999999998,True,False,False,True
3296,MER1126,"Nayak, Dhaliwal and Soman",5411.0,Grocery,Partnership,Jalandhar,Punjab,2026-02-12 00:00:00,,False,Active,564.83,False,False,False,1233.545,False,False,False,True
5713,MER11281,Natt-Keer,5999.0,Misc Retail,Sole Proprietor,Hyderabad,Telangana,2026-01-10 12:42:55,XXXX1918,True,Active,1028.32,False,False,False,1276.92,True,False,False,False
6071,MER11282,Srinivasan Group,,Grocery,Private Limited,Chennai,Tamil Nadu,2024-04-19 00:00:00,,False,Active,,True,False,True,1233.545,True,False,True,True
4161,MER11301,Bhargava-Dara,5311.0,Department Store,Individual,Amritsar,Punjab,2025-06-14 00:00:00,8689036086,True,Active,2188.62,False,False,False,1356.755,True,False,False,False
521,MER11302,"K0thari, Singh and Sura",5311.0,Department Store,Sole Proprietor,Ludhiana,Punjab,2025-09-20 00:31:00,,False,Active,3514.91,False,False,False,1356.755,True,False,False,True
4755,MER1132,Cheema Inc,5999.0,Misc Retail,Sole Proprietor,Ludhiana,Punjab,2023-09-10 00:00:00,3299217122,True,Active,,False,False,False,1276.92,False,False,False,False
1905,MER1133,Shere Ltd,5912.0,Pharmacy,Partnership,Bengaluru,Karnataka,2025-06-10 00:00:00,,False,Active,11501.53,False,False,False,1300.55,False,False,False,True
993,MER11341,"Sani, Uppal and Pillai",,Pharmacy,Partnership,Kolkata,West Bengal,2025-04-11 00:00:00,,False,Active,6246.52,False,False,True,1300.55,True,False,True,True
5994,MER11342,"Shenoy, Gokhale and Soman",5411.0,Grocery,Individual,Delhi,Delhi,2024-12-11 00:00:00,KZYJ5215017385369,True,Active,284.86,False,False,False,1233.545,True,False,False,False
1925,MER1136,"bahri, kanda and seth",5942.0,Books & Stationery,Private Limited,Chennai,Tamil Nadu,2023-07-17 00:00:00,XXXX4885,True,Active,896.84,False,False,False,1167.225,False,False,False,False
1176,MER1138,"Shan,BuchandTank",5942.0,Books & Stationery,Sole Proprietor,Bengaluru,Karnataka,2024-03-07 21:25:00,XXXX0724,True,Active,1369.64,False,False,False,1167.225,False,False,False,False
4428,MER11421,"Master, Soni and Kapadia",4814.0,Mobile Recharge,Sole Proprietor,Chennai,Tamil Nadu,2024-10-06 12:07:57,4563871051,True,Active,252.13,False,False,False,1108.585,True,False,False,False
1634,MER11422,MORAR LLC,5999.0,Misc Retail,Sole Proprietor,Jalandhar,Punjab,,,False,Active,,False,False,False,1276.92,True,False,False,True
2676,MER1143,ARYA-KHANNA,4131.0,Transportation,Sole Proprietor,Jalandhar,Punjab,2023-08-16 00:00:00,9953530102,True,Active,486.39,False,False,False,1225.12,False,False,False,False
6133,MER1144,Morar-Rattan,5699.0,Apparel,Sole Proprietor,Jaipur,Rajasthan,2025-01-20 00:00:00,,False,Active,1182.28,False,False,False,1252.4299999999998,False,False,False,True
2054,MER1147,Dayal-Sabharwal,4814.0,Mobile Recharge,Individual,Kolkata,West Bengal,2023-11-23 00:00:00,XXXX2380,True,Inactive,939.97,False,False,False,1108.585,False,False,False,False
638,MER1148,Deep-Manda,4131.0,Transportation,Individual,Amritsar,Punjab,2025-06-15 00:35:23,,False,Active,3461.0,False,False,False,1225.12,False,False,False,True
5441,MER1152,Raman-Choudhury,,Grocery,Partnership,Chennai,Tamil Nadu,2025-12-19 00:00:00,XXXX0685,True,Active,233.0,False,False,True,1233.545,False,False,True,False
6098,MER11531,"Johal, Suri and Rama",5999.0,Misc Retail,Sole Proprietor,Kolkata,West Bengal,2023-05-08 00:00:00,XXXX9937,True,Active,153.84,False,False,False,1276.92,True,False,False,False
1498,MER11532,"Oommen, Sastry and Varty",5311.0,Department Store,Private Limited,Amritsar,Punjab,2024-06-17 00:00:00,XXXX3616,True,Active,873.51,False,False,False,1356.755,True,False,False,False
648,MER11541,"oommen, tata and randhawa",,Hotel,Partnership,Kolkata,West Bengal,2025-04-18 00:00:00,RBFJ6015227406897,True,Active,655.3,False,False,True,1161.77,True,False,True,False
4893,MER11542,Saran and Sons,5912.0,Pharmacy,Private Limited,Pune,Maharashtra,2023-12-26 00:00:00,TCTB2753134775657,True,Active,871.24,False,False,False,1300.55,True,False,False,False
2344,MER1155,Sha LLC,4131.0,Transportation,Sole Proprietor,Amritsar,Punjab,2024-03-08 00:00:00,,False,Inactive,1753.08,False,False,False,1225.12,False,False,False,True
3159,MER11591,De Ltd,5942.0,Books & Stationery,Individual,Kolkata,West Bengal,2025-12-05 15:35:26,,False,Active,1672.61,False,False,False,1167.225,True,False,False,True
393,MER11592,Sabharwal-Gole,4814.0,Telecom,Partnership,Hyderabad,Telangana,,XXXX4659,True,Closed,790.13,False,False,False,1213.17,True,False,False,False
5001,MER1161,"Kuruvilla, Pall and Ravel",5411.0,Grocery,Private Limited,Jalandhar,Punjab,2023-12-29 00:00:00,,False,Active,549.82,False,False,False,1233.545,False,False,False,True
5685,MER1162,"Anand, Mistry and Khare",5999.0,Misc Retail,Private Limited,Delhi,Delhi,2025-12-02 00:00:00,XXXX2346,True,Active,1311.0,False,False,False,1276.92,False,False,False,False
4773,MER11631,Chauhan Group,5912.0,Pharmacy,Sole Proprietor,Kolkata,West Bengal,2024-04-10 00:00:00,,False,Active,2218.96,False,False,False,1300.55,True,False,False,True
4764,MER11632,"Gour, Comar and Palan",4814.0,Telecom,Partnership,Ludhiana,Punjab,2025-10-25 00:00:00,BYWD2962302915002,True,Closed,5449.73,False,False,False,1213.17,True,False,False,False
346,MER1164,Goda PLC,4131.0,Transportation,Partnership,Ludhiana,Punjab,2025-10-27 00:00:00,,False,Active,953.0,False,False,False,1225.12,False,False,False,True
2079,MER11681,"Dugal, Thaker and Rana",5699.0,Apparel,Partnership,Hyderabad,Telangana,2023-04-28 00:00:00,ZVAL3726006910876,True,Inactive,900.21,False,False,False,1252.4299999999998,True,False,False,False
49,MER11682,  Sekhon Inc  ,5411.0,Grocery,Sole Proprietor,Hyderabad,Telangana,2025-07-26 21:06:00,,False,Active,6003.0,False,False,False,1233.545,True,False,False,True
2019,MER11683,"Seshadri, Borah and Sachdeva",,Pharmacy,Individual,Pune,Maharashtra,2026-01-04 03:19:25,CWXA5916653675162,True,Active,4780.41,False,False,True,1300.55,True,False,True,False
1527,MER1169,Dey-Gupta,5812.0,Restaurant,Individual,Bengaluru,Karnataka,2023-03-17 00:00:00,0295503532,True,Active,1427.7,False,False,False,1327.31,False,False,False,False
71,MER1170,"Wali, Bala and Sanghvi",5311.0,Department Store,Sole Proprietor,Bengaluru,Karnataka,2023-01-04 15:30:00,,False,Inactive,1109.65,False,False,False,1356.755,False,False,False,True
5537,MER1171,Sampath-Shroff,5912.0,Pharmacy,Partnership,Delhi,Delhi,2026-01-19 05:21:00,,False,Active,393.94,False,False,False,1300.55,False,False,False,True
1227,MER1174,Mander-Kari,5411.0,Grocery,Partnership,Jalandhar,Punjab,2023-05-01 00:00:00,,False,Active,1013.97,False,False,False,1233.545,False,False,False,True
5231,MER1177,"Mistry, Savant and Jha",4131.0,Transportation,Sole Proprietor,Amritsar,Punjab,2025-08-29 18:32:00,,False,Active,1663.99,False,False,False,1225.12,False,False,False,True
3905,MER1179,Suresh-Chand,5942.0,Books & Stationery,Partnership,Chennai,Tamil Nadu,2025-11-19 00:00:00,,False,Active,,False,False,False,1167.225,False,False,False,True
2578,MER1180,Sangha and Sons,5411.0,Grocery,Individual,Hyderabad,Telangana,2023-11-03 00:00:00,VUOK6265318074983,True,Active,993.08,False,False,False,1233.545,False,False,False,False
3241,MER1183,Rajan LLC,5812.0,Restaurant,Private Limited,Bengaluru,Karnataka,2023-02-02 00:00:00,,False,Active,1717.84,False,False,False,1327.31,False,False,False,True
4826,MER1185,"Buch, Barad and Toor",5999.0,Misc Retail,Partnership,Jalandhar,Punjab,2024-06-16 00:00:00,6769671490,True,Active,2955.34,False,False,False,1276.92,False,False,False,False
4878,MER1188,M0rar Ltd,5912.0,Pharmacy,Individual,Hyderabad,Telangana,2024-02-19 00:00:00,3674511273,True,Active,1156.7,False,False,False,1300.55,False,False,False,False
4194,MER1189,"rai, doctor and dar",5699.0,Apparel,Sole Proprietor,Mumbai,Maharashtra,2024-11-13 20:40:00,8075572970,True,Active,1513.0,False,False,False,1252.4299999999998,False,False,False,False
969,MER1191,raval ltd,4814.0,Mobile Recharge,Individual,Kolkata,West Bengal,2023-01-19 00:18:56,,False,Inactive,1670.52,False,False,False,1108.585,False,False,False,True
3623,MER1193,"Padmanabhan, Sekhon and Dhawan",5812.0,Restaurant,Partnership,Lucknow,Uttar Pradesh,2025-01-16 00:00:00,,False,Active,1712.05,False,False,False,1327.31,False,False,False,True
343,MER11951,Cherian-Rana,4131.0,Transportation,Sole Proprietor,Jalandhar,Punjab,2025-09-09 00:00:00,,False,Active,364.17,False,False,False,1225.12,True,False,False,True
1495,MER11952,Parekh-Patla,5942.0,Books & Stationery,Partnership,Ludhiana,Punjab,2023-06-27 00:00:00,,False,Active,741.86,False,False,False,1167.225,True,False,False,True
331,MER1197,"Gaba, Wadhwa and Sahni",5411.0,Grocery,Private Limited,Mumbai,Maharashtra,2024-08-01 00:00:00,8143796682,True,Active,488.96,False,False,False,1233.545,False,False,False,False
581,MER11991,Chad-Grewal,5812.0,Restaurant,Sole Proprietor,Hyderabad,Telangana,2024-11-22 00:00:00,8520358001,True,Active,187.18,False,False,False,1327.31,True,False,False,False
4120,MER11992,"  Chatterjee, Chada and Ghose  ",5812.0,Restaurant,Private Limited,Chennai,Tamil Nadu,2025-04-14 01:46:00,,False,Active,6574.56,False,False,False,1327.31,True,False,False,True
6080,MER1200,  Vora and Sons  ,,Apparel,Private Limited,Pune,Maharashtra,2023-02-08 00:00:00,MQRX2052089170910,True,Active,1072.0,False,False,True,1252.4299999999998,False,False,True,False
