user_id,full_name,pan,aadhaar,date_of_birth,city,state,monthly_income,occupation,signup_timestamp,kyc_status,risk_segment,conflict_count,has_conflict,age,signup_year,signup_month,signup_date,account_age_days
USR10262,Baghyawati Ganesan,BCRWJ1533U,828476051658.0,1963-07-07,Lucknow,Uttar Pradesh,,Retired,,Verified,LOW,0,False,63.1895961670089,,,,
USR10264,Bhavya Kar,ZTYKZ0357G,,,Bengaluru,Karnataka,29708.0,Gig Worker,,Pending,MEDIUM,0,False,,,,,
USR10265,Ladli Borde,HTCMC8291O,,,Pune,Maharashtra,20579.0,Salaried,,Verified,LOW,0,False,,,,,
USR10267,Nidra Jain,QURIV1241Y,425476619672.0,1988-09-15,Delhi,Delhi,33870.0,Farmer,,Verified,LOW,0,False,37.9958932238193,,,,
USR10272,Guneet Rao,,582508914738.0,1992-08-28,Kolkata,West Bengal,,Farmer,,Pending,LOW,0,False,34.04517453798768,,,,
USR10277,Ojasvi Mahajan,CIWAC4925P,,1983-07-22,Pune,Maharashtra,,Salaried,2024-10-03 20:31:39,Verified,LOW,9,True,43.14852840520192,2024.0,10.0,2024-10-03,710.0
USR10278,Isha Patil,NQQFL8842P,,1970-09-30,Bengaluru,Karnataka,,Farmer,,Verified,LOW,0,False,55.95619438740589,,,,
USR10285,Samaksh Buch,TNCFZ5575D,333517517178.0,1980-01-10,Lucknow,Uttar Pradesh,,Freelancer,,Verified,UNKNOWN,0,False,46.6776180698152,,,,
USR10288,fiyaz ramaswamy,BDCUR2943J,928965250793.0,2006-11-04,Jaipur,Rajasthan,25270.0,Retired,,Verified,UNKNOWN,10,True,19.860369609856264,,,,
USR10289,gavin chandra,PBIUE3421R,638287118660.0,1969-02-25,Bengaluru,Karnataka,23756.0,Student,,Pending,LOW,0,False,57.549623545516766,,,,
USR10290,YOSHITA MUNI,HXFKY8683Z,,1970-07-03,Pune,Maharashtra,7517.0,Farmer,,Verified,LOW,0,False,56.19986310746064,,,,
USR10293,Yauvani Mall,ZYZSL0066Z,686525319544.0,1985-10-25,Jaipur,Rajasthan,,Unemployed,,Verified,LOW,0,False,40.8870636550308,,,,
USR10297,Henry Ram,GGVHM4173F,147360365353.0,2004-01-20,Pune,Maharashtra,25349.0,Freelancer,,Verified,LOW,0,False,22.650239561943877,,,,
USR10298,Nikita Samra,XBNEX6709M,799564563972.0,1962-01-04,Mumbai,Maharashtra,28602.0,Retired,,Rejected,LOW,0,False,64.69267624914443,,,,
USR10300,Sathvik Ram,SCOOB9755A,874096721426.0,1973-02-24,Ludhiana,Punjab,35516.0,Farmer,,Verified,LOW,0,False,53.5523613963039,,,,
USR10304,Chandani J0ha1,AGBPP2761P,21795299367.0,1966-11-22,Jalandhar,Punjab,,Salaried,,Verified,MEDIUM,0,False,59.81108829568789,,,,
USR10306,IraVaidya,,973202704441.0,1960-05-23,Delhi,Delhi,,Unemployed,,Verified,MEDIUM,0,False,66.3107460643395,,,,
USR10309,Aradhana Handa,,,1971-10-28,Kolkata,West Bengal,13000.0,Student,,Pending,LOW,0,False,54.88021902806297,,,,
USR10310,SameshGoyal,KLAXF9996K,,1991-06-29,Lucknow,Uttar Pradesh,32802.0,Unemployed,,Verified,MEDIUM,0,False,35.21149897330596,,,,
USR10312,Urishilla Banik,AAZUG0261P,307608289996.0,2000-06-15,Ludhiana,Punjab,19368.0,Student,,Verified,LOW,0,False,26.24777549623545,,,,
USR10317,Yatan Lalla,NKLPB6525C,437780083952.0,1989-10-13,Hyderabad,Telangana,,Self Employed,,Verified,LOW,0,False,36.91991786447639,,,,
USR10318,Noah Sarkar,TKYNW5147D,526644635015.0,2002-09-04,Amritsar,Punjab,27205.0,Retired,2024-05-14 16:30:20,Verified,MEDIUM,0,False,24.02737850787132,2024.0,5.0,2024-05-14,852.0
USR10326,Brijesh Gour,EXIZI9668V,459905639328.0,1977-11-23,Hyderabad,Telangana,,Self Employed,,Verified,LOW,0,False,48.80766598220397,,,,
USR10329,01iver Dube,QOLAE8716O,660285500901.0,,Ludhiana,Punjab,52080.0,Business Owner,,Verified,MEDIUM,9,True,,,,,
USR10331,Vivaan Shetty,,,2000-08-20,Bengaluru,Karnataka,51778.0,Freelancer,2024-07-28 02:47:57,Verified,LOW,9,True,26.067077344284737,2024.0,7.0,2024-07-28,778.0
USR10335,Gaurangi Pandey,EHQQI3191R,517971225439.0,1960-07-09,Chennai,Tamil Nadu,28904.0,Unemployed,,Verified,LOW,0,False,66.18206707734429,,,,
USR10340,Gauri Dubey,FPMZS0978S,790807259058.0,2003-12-30,Lucknow,Uttar Pradesh,26679.0,Retired,2025-03-12 14:10:54,Verified,UNKNOWN,0,False,22.70773442847365,2025.0,3.0,2025-03-12,550.0
USR10341,Daksha Khare,VKYGC2749O,413617291673.0,,Pune,Maharashtra,59899.0,Unemployed,,Verified,MEDIUM,0,False,,,,,
USR10342,ONVEER BARAD,NUIRL0166F,901918685481.0,1994-04-07,Lucknow,Uttar Pradesh,34469.0,Unemployed,,Verified,UNKNOWN,0,False,32.43805612594114,,,,
USR10347,Amruta Bobal,EUUAT6031K,615858557064.0,,Chennai,Tamil Nadu,12979.0,Unemployed,,Verified,HIGH,0,False,,,,,
USR10349,Kevin Korpal,ILQYB3209K,130417792461.0,1982-01-14,Mumbai,Maharashtra,45629.0,Farmer,,Verified,LOW,0,False,44.6652977412731,,,,
USR10351,Vaishnavi Brahmbhatt,,,1971-12-21,Pune,Maharashtra,55887.0,Freelancer,,Pending,LOW,0,False,54.73237508555784,,,,
USR10353,Saumya Balan,WCUEX2474T,,1977-01-13,Bengaluru,Karnataka,,Student,,Verified,MEDIUM,0,False,49.667351129363446,,,,
USR10356,Charles Chawla,FKAHM1015N,,2005-01-22,Chennai,Tamil Nadu,31980.0,Unemployed,,Verified,MEDIUM,0,False,21.642710472279266,,,,
USR10357,Jason Malhotra,XGGZJ2178R,,1990-09-25,Delhi,Delhi,30960.0,Freelancer,,Verified,LOW,0,False,35.969883641341546,,,,
USR10359,Aarna Vora,WJQGN7433G,,1972-04-07,Ludhiana,Punjab,32975.0,Retired,2025-01-27 10:40:15,Verified,MEDIUM,8,True,54.43668720054757,2025.0,1.0,2025-01-27,594.0
USR10361,Andrew Bhardwaj,IEHEN3741V,222702856057.0,1990-07-04,Mumbai,Maharashtra,29294.0,Freelancer,,Verified,LOW,0,False,36.19712525667351,,,,
USR10363,SARTHAK DOCTOR,MPEKY3167S,180195026037.0,1994-12-27,Jaipur,Rajasthan,16604.0,Business Owner,,Verified,UNKNOWN,0,False,31.71526351813826,,,,
USR10369,Omya Zachariah,CFDSU8346V,268131692420.0,1961-03-26,Jalandhar,Punjab,,Retired,,Verified,LOW,0,False,65.47022587268994,,,,
USR10374,Prisha Goel,YWBBI4612M,870441038479.0,1997-06-07,Bengaluru,Karnataka,,Gig Worker,,Verified,LOW,0,False,29.270362765229294,,,,
USR10376,Chaaya Desai,DUBFE5572G,362009096477.0,1975-10-14,Chennai,Tamil Nadu,19619.0,Farmer,2024-11-15 08:34:57,Pending,LOW,0,False,50.91854893908282,2024.0,11.0,2024-11-15,668.0
USR10377,ekaraj goyal,GDHJK3510N,918508997352.0,,Delhi,Delhi,17386.0,Gig Worker,2024-03-01 12:41:55,Verified,MEDIUM,0,False,,2024.0,3.0,2024-03-01,926.0
USR10379,Advay Butala,PERIK5483M,,1995-04-11,Chennai,Tamil Nadu,12843.0,Retired,,Verified,MEDIUM,0,False,31.42778918548939,,,,
USR10382,Madhavi Seshadri,RKHDP6153T,985125136471.0,1961-10-29,Ludhiana,Punjab,16913.0,Self Employed,,Verified,LOW,0,False,64.87611225188228,,,,
USR10384,chaitanya barad,DMNCA0798I,,2001-06-25,Bengaluru,Karnataka,25854.0,Freelancer,,Failed,LOW,9,True,25.22108145106092,,,,
USR10388,Inaya Bajwa,BKKPS2919I,,1982-08-01,Lucknow,Uttar Pradesh,95632.0,Student,,Verified,LOW,0,False,44.120465434633815,,,,
USR10392,Bimala Pradhan,UYITL2094M,354302232364.0,1994-02-02,Amritsar,Punjab,46978.0,Business Owner,2026-03-17 21:59:55,Verified,LOW,0,False,32.61327857631759,2026.0,3.0,2026-03-17,180.0
USR10393,aarnav aurora,XMHNR2711D,545328645524.0,,Delhi,Delhi,56752.0,Student,2025-07-17 22:30:03,Verified,HIGH,0,False,,2025.0,7.0,2025-07-17,423.0
USR10399,Keya Gola,UVKCB4915T,,1985-02-02,Chennai,Tamil Nadu,20419.0,Farmer,,Verified,MEDIUM,10,True,41.61259411362081,,,,
USR10401,Tanvi Goda,KQEVL7825G,,1981-06-12,Ludhiana,Punjab,,Unemployed,,Verified,HIGH,10,True,45.256673511293634,,,,
USR10408,SANAYA BISWAS,QEECL6715T,856664816357.0,1963-07-18,Delhi,Delhi,,Student,,Verified,MEDIUM,0,False,63.15947980835045,,,,
USR10415,adya mane,YGHZS1621E,,2007-07-12,Pune,Maharashtra,,Self Employed,2025-01-29 05:15:19,Verified,LOW,0,False,19.17590691307324,2025.0,1.0,2025-01-29,593.0
USR10416,Azaan Goswami,VSFWY8196O,589419309928.0,1973-02-01,Chennai,Tamil Nadu,18411.0,Business Owner,,Verified,LOW,0,False,53.61533196440794,,,,
USR10423,Ryan H0ra,OZRAM0659R,94516452071.0,1975-07-27,Lucknow,Uttar Pradesh,42283.0,Farmer,2025-10-04 19:46:42,Verified,HIGH,0,False,51.134839151266256,2025.0,10.0,2025-10-04,344.0
USR10431,Vasatika Narang,YWHPK6914G,291656792472.0,2002-06-01,Delhi,Delhi,23047.0,Gig Worker,,Verified,MEDIUM,0,False,24.28747433264887,,,,
USR10436,Omya Bera,WEQSP1452K,,1991-03-28,Amritsar,Punjab,9749.0,Retired,,Rejected,UNKNOWN,9,True,35.46611909650924,,,,
USR10442,YOCHANA PERI,SVNBK9865R,417848983236.0,2003-11-22,Amritsar,Punjab,57079.0,Retired,,Verified,LOW,0,False,22.811772758384667,,,,
USR10444,maanas chander,FCLDN5183C,147146457660.0,2006-01-03,Mumbai,Maharashtra,24273.0,Business Owner,,Verified,LOW,0,False,20.695414099931558,,,,
USR10446,Mahika Konda,,837136290667.0,1981-05-05,Delhi,Delhi,34997.0,Salaried,,Verified,LOW,1,True,45.360711841204655,,,,
USR10447,Ayush Agarwal,ZDSTY3102P,401407648880.0,,Amritsar,Punjab,29407.0,Salaried,,Verified,LOW,0,False,,,,,
USR10448,Anthony Warrior,HFRNE2392P,,1990-08-08,Pune,Maharashtra,13031.0,Retired,,Verified,UNKNOWN,10,True,36.101300479123886,,,,
USR10450,Anusha Babu,SULKY2014W,918551391907.0,1977-03-23,Delhi,Delhi,,Unemployed,,Verified,LOW,0,False,49.47843942505133,,,,
USR10458,Kavya Memon,CNIZQ3538L,,,Lucknow,Uttar Pradesh,56863.0,Freelancer,,Verified,LOW,0,False,,,,,
USR10468,Harita Sha,KJMOA8874Q,959825771430.0,1976-12-27,Bengaluru,Karnataka,,Unemployed,,Verified,LOW,0,False,49.71389459274469,,,,
USR10470,Jagvi Raval,XIOGM3424K,223914344064.0,1961-09-30,Delhi,Delhi,7325.0,Freelancer,,Pending,LOW,0,False,64.9555099247091,,,,
USR10475,Ekiya Narayan,MRQZA7643X,635900597790.0,1982-06-20,Pune,Maharashtra,,Business Owner,,Verified,LOW,0,False,44.23545516769336,,,,
USR10476,Advaith Bali,KSCAL7782H,,,Lucknow,Uttar Pradesh,54441.0,Self Employed,2024-02-03 06:02:47,Pending,LOW,0,False,,2024.0,2.0,2024-02-03,954.0
USR10478,Urvi Babu,CQBZI8003N,392707297918.0,,Amritsar,Punjab,17575.0,Self Employed,,Verified,LOW,0,False,,,,,
USR10487,Sudiksha Toor,ASMEN1425N,,1987-04-07,Mumbai,Maharashtra,29347.0,Farmer,,Verified,MEDIUM,0,False,39.43874058863792,,,,
USR10489,Ishita Mallick,FZGFM1054Z,,1963-11-07,Pune,Maharashtra,26034.0,Freelancer,,Verified,LOW,10,True,62.85284052019165,,,,
USR10498,Idika Narayanan,HTGWK2327F,843172527214.0,1986-02-22,Mumbai,Maharashtra,26041.0,Unemployed,,Verified,MEDIUM,0,False,40.55852156057495,,,,
USR10499,Ranbir Anand,SLIHX6665V,,2002-12-26,Hyderabad,Telangana,32001.0,Salaried,,Verified,MEDIUM,8,True,23.718001368925396,,,,
USR10500,Aradhana Gill,ZCIIW9707U,,1966-11-12,Jaipur,Rajasthan,28656.0,Salaried,,Verified,LOW,9,True,59.83846680355921,,,,
